CustomerID,Name,State,Education,Gender,Age,Married,NumPets,JoinDate,TransactionDate,MonthlySpend,DaysSinceLastInteraction,CustomerSegment
CUST10798,Sharon Schneider,Washington,High School,Non-Binary,45,No,2,4/30/21,10/2/21,497.06,1398,High
CUST10181,Kimberly Aguirre,Arizona,Master,Non-Binary,65,Yes,0,6/27/23,3/26/24,66.46,492,Low
CUST10677,Tony Johnson,Georgia,Master,Male,26,Yes,3,10/29/22,2/20/24,331.43,527,Medium
CUST10250,Alicia Higgins,Texas,Master,Female,74,Yes,1,10/15/23,12/1/24,323.2,242,Medium
CUST10804,Thomas Graham,Texas,Bachelor,Female,34,Yes,2,3/20/22,8/24/22,245.82,1072,Medium
CUST10422,Kyle Garcia,Washington,PhD,Non-Binary,54,No,3,5/25/23,11/8/23,472.24,631,High
CUST10364,Douglas Sullivan DDS,Arizona,Master,Male,80,No,0,1/30/23,12/11/24,356.47,232,Medium
CUST10909,Daniel Contreras,Colorado,Associate,Non-Binary,18,Yes,2,8/15/23,3/25/25,322.18,128,Medium
CUST10672,Stephen Wright,Florida,Associate,Non-Binary,75,Yes,0,5/24/21,6/15/24,124.38,411,Low
CUST10720,Mrs. Raven Fisher,Florida,High School,Non-Binary,72,No,1,4/6/21,12/12/22,69.54,962,Low
CUST10781,Michelle Wiley,Arizona,Master,Non-Binary,77,Yes,3,7/14/24,5/6/25,368.62,86,Medium
CUST10146,Beverly Webb,Georgia,Master,Female,78,No,2,9/6/23,1/11/25,169.64,201,Low
CUST10459,Michael Williams,Ohio,High School,Non-Binary,43,No,2,7/21/22,10/23/22,80.08,1012,Low
CUST10611,John Walsh,New York,Master,Male,74,No,2,5/15/21,8/25/21,237.42,1436,Medium
CUST10840,Amy Moore,Illinois,High School,Non-Binary,53,Yes,1,11/25/23,5/25/24,299.63,432,Medium
CUST10028,Mark Gates,Ohio,PhD,Non-Binary,58,Yes,0,7/12/22,4/22/23,619.04,831,High
CUST10854,Brittany Fox,New York,Master,Male,74,Yes,0,4/12/23,6/18/24,209.1,408,Medium
CUST10601,Eric Norris,New York,Bachelor,Male,67,Yes,2,2/10/24,2/11/25,58.54,170,Low
CUST10905,Virginia Ramsey,Georgia,Master,Non-Binary,25,No,2,6/17/22,2/20/23,10.27,892,Low
CUST10493,Angela Massey,Washington,Bachelor,Non-Binary,65,No,4,6/15/23,8/20/24,722.29,345,High
CUST10526,Walter Dean,Texas,Master,Male,68,Yes,1,5/30/21,9/19/22,207.25,1046,Medium
CUST10777,Andrew Walker,Georgia,Master,Female,46,Yes,1,10/28/22,9/23/23,810.84,677,High
CUST10467,Kaitlyn Hudson,New York,PhD,Female,55,No,2,7/11/22,4/24/25,353.43,98,Medium
CUST10224,Jacob Yates,Washington,Master,Non-Binary,60,No,0,3/30/23,8/30/24,113.76,335,Low
CUST10560,April Richardson,Florida,Master,Female,28,No,0,9/12/21,2/21/25,255.08,160,Medium
CUST10646,Michael Flores,New York,PhD,Female,21,No,1,1/9/22,11/20/24,127.48,253,Low
CUST10006,Jeffrey Torres,Colorado,Bachelor,Non-Binary,72,No,1,1/18/21,1/13/24,88.53,565,Low
CUST10959,Angela Huber,Arizona,PhD,Non-Binary,70,No,0,10/14/21,4/17/23,60.97,836,Low
CUST10902,Matthew Knox,Florida,High School,Male,32,Yes,0,7/27/24,11/1/24,424.23,272,High
CUST10491,David Vazquez,Florida,Associate,Non-Binary,30,No,1,6/11/24,5/7/25,342.91,85,Medium
CUST10907,Matthew Graham,Ohio,PhD,Female,31,No,2,2/26/21,2/1/25,182.15,180,Low
CUST10800,Michael Tate,Colorado,Associate,Male,39,Yes,0,10/30/23,1/10/24,394.63,568,High
CUST10061,Robert Humphrey,Florida,Bachelor,Female,33,Yes,2,8/4/23,5/28/25,464.73,64,High
CUST10569,Brandon Castro,Illinois,Master,Non-Binary,35,Yes,2,6/29/22,6/27/23,149.71,765,Low
CUST10985,Melanie Garcia,Florida,Master,Male,22,Yes,2,8/7/20,4/18/24,297.04,469,Medium
CUST10708,Amber Boyer,Texas,Associate,Female,67,No,1,7/9/21,1/18/23,203.24,925,Medium
CUST10014,Matthew Alvarez,Texas,High School,Non-Binary,40,No,2,9/12/22,10/12/23,226.53,658,Medium
CUST10614,Cynthia Campbell,California,Associate,Male,27,No,1,6/1/21,2/5/24,559.14,542,High
CUST10798,Sharon Schneider,Washington,High School,Non-Binary,45,No,2,4/30/21,7/11/22,312.69,1116,Medium
CUST10226,Darren Bishop,Ohio,Associate,Male,64,Yes,1,1/9/22,1/21/24,315.78,557,Medium
CUST10602,William Reed,Florida,High School,Female,69,No,0,5/6/21,7/6/22,508.77,1121,High
CUST10041,Christine Johnson,Washington,High School,Female,75,Yes,1,5/27/24,7/26/24,183.6,370,Low
CUST10122,Brandy Robertson,Florida,PhD,Female,76,No,2,9/19/21,6/23/24,625.7,403,High
CUST10500,Sandra Matthews,Ohio,Master,Non-Binary,72,Yes,2,1/20/23,9/4/23,197.87,696,Low
CUST10101,Melissa Flores,Georgia,Master,Non-Binary,78,No,2,1/6/23,11/20/24,535.45,253,High
CUST10097,Frank Moore,Ohio,Associate,Male,80,No,0,7/22/21,8/8/23,399.06,723,High
CUST10989,David Hernandez,California,High School,Non-Binary,35,Yes,1,7/23/23,12/16/24,129.6,227,Low
CUST10801,Tyler Peterson,Ohio,Bachelor,Non-Binary,53,No,3,10/28/23,10/17/24,491.9,287,High
CUST10255,Paul Smith,Florida,Master,Non-Binary,38,No,0,3/20/22,4/21/23,504.57,832,High
CUST10276,Sandra Torres,Texas,High School,Non-Binary,59,No,1,8/15/23,4/23/25,496.89,99,High
CUST10709,Jason Haynes,California,Bachelor,Female,36,No,1,10/3/23,10/27/24,177.1,277,Low
CUST10385,Stephen Gray,New York,Associate,Female,25,No,4,4/10/22,5/19/25,608.05,73,High
CUST10525,Michelle Campbell,Colorado,PhD,Female,72,Yes,1,10/4/21,9/13/23,117.56,687,Low
CUST10241,Logan Garcia,Georgia,High School,Non-Binary,69,Yes,1,3/23/22,1/24/23,69.34,919,Low
CUST10936,Shannon Guzman,New York,Bachelor,Male,43,Yes,3,12/5/20,5/24/24,319.76,433,Medium
CUST10644,Karen Fitzgerald,Illinois,PhD,Non-Binary,50,No,1,6/20/22,2/26/23,121.7,886,Low
CUST10483,Robert Oconnell,Illinois,Associate,Female,57,Yes,1,4/22/22,5/9/25,262.1,83,Medium
CUST10002,Dylan Schwartz,New York,Bachelor,Female,22,No,0,6/24/21,1/8/23,448.95,935,High
CUST10705,Sarah Hodge,California,Bachelor,Female,25,No,2,10/7/23,4/6/25,746.95,116,High
CUST10760,Becky May,Colorado,Master,Female,23,Yes,2,6/7/24,7/24/25,517.0,7,High
CUST10077,James Chang,Georgia,Associate,Non-Binary,76,Yes,2,10/10/22,7/17/25,123.91,14,Low
CUST10688,Christine Martinez,New York,Associate,Male,54,Yes,1,2/24/24,3/30/24,114.68,488,Low
CUST10902,Matthew Knox,Florida,High School,Male,32,Yes,0,7/27/24,1/4/25,145.59,208,Low
CUST10632,Fernando Fuller,Illinois,Associate,Non-Binary,75,No,2,3/13/22,5/6/22,231.2,1182,Medium
CUST10712,Matthew Keller,Washington,Bachelor,Female,42,Yes,3,1/5/21,3/1/23,476.32,883,High
CUST10764,Cassie Morgan,Florida,Bachelor,Non-Binary,67,Yes,1,7/14/24,5/9/25,661.32,83,High
CUST10396,Jessica Wang,Florida,PhD,Male,29,No,2,3/29/21,11/29/24,80.68,244,Low
CUST10801,Tyler Peterson,Ohio,Bachelor,Non-Binary,53,No,3,10/28/23,8/9/24,311.33,356,Medium
CUST10363,David Lopez,Georgia,High School,Female,75,No,3,5/10/24,6/29/24,155.53,397,Low
CUST10830,Kenneth Frost,New York,Master,Female,32,Yes,1,4/17/24,7/2/25,156.83,29,Low
CUST10935,Scott Wood MD,California,High School,Male,78,No,0,2/5/23,8/2/23,540.29,729,High
CUST10474,John Graham,Washington,Bachelor,Female,73,No,2,2/6/23,2/28/25,549.19,153,High
CUST10369,Matthew Coleman,New York,Associate,Female,73,Yes,1,7/26/24,1/29/25,237.31,183,Medium
CUST10818,Melissa Hernandez,Ohio,High School,Female,56,No,1,4/25/21,4/28/21,344.39,1555,Medium
CUST10590,Nicholas Gilmore,Ohio,Master,Non-Binary,37,No,0,9/24/21,2/25/23,305.13,887,Medium
CUST10090,Cameron Bowen,Arizona,Master,Female,32,No,2,10/29/22,6/14/24,439.79,412,High
CUST10205,Francis Romero,Texas,High School,Non-Binary,22,Yes,0,10/13/23,1/9/25,10.28,203,Low
CUST10812,Alison Stanley,New York,Master,Non-Binary,45,No,2,2/15/21,8/27/23,122.74,704,Low
CUST10925,Dr. Joshua Patel,Arizona,PhD,Female,53,Yes,0,11/10/22,7/30/23,111.04,732,Low
CUST10670,Logan Cohen,Illinois,Bachelor,Non-Binary,75,No,1,3/10/24,5/5/24,129.55,452,Low
CUST10710,Derek Smith,Illinois,PhD,Male,63,Yes,0,5/2/21,3/16/23,799.43,868,High
CUST10925,Dr. Joshua Patel,Arizona,PhD,Female,53,Yes,0,11/10/22,5/24/24,329.85,433,Medium
CUST10327,Collin Terrell,Ohio,Master,Male,65,No,2,12/7/23,7/9/24,426.89,387,High
CUST10526,Walter Dean,Texas,Master,Male,68,Yes,1,5/30/21,10/24/22,198.2,1011,Low
CUST10182,Donna Nichols DDS,Florida,Master,Non-Binary,78,No,3,1/10/24,11/27/24,445.4,246,High
CUST10586,Robert Peck,California,PhD,Female,68,No,2,9/3/21,7/30/25,636.39,1,High
CUST10820,David Ramirez,Florida,Associate,Non-Binary,74,Yes,1,3/16/22,4/15/23,73.17,838,Low
CUST10321,Micheal Davis,Texas,High School,Female,39,Yes,3,12/30/23,2/10/24,78.08,537,Low
CUST10449,John Lloyd,Arizona,Master,Non-Binary,31,Yes,0,7/3/22,7/7/24,351.23,389,Medium
CUST10595,Maria Jackson,California,Master,Female,72,No,2,9/8/23,12/1/24,514.19,242,High
CUST10385,Stephen Gray,New York,Associate,Female,25,No,4,4/10/22,4/11/24,657.48,476,High
CUST10206,Michelle Schmidt,Ohio,Associate,Female,67,Yes,0,11/29/20,9/14/24,138.36,320,Low
CUST10980,Mike Alvarado,New York,Bachelor,Male,45,No,0,12/9/23,12/16/24,236.88,227,Medium
CUST10409,Gwendolyn Brooks,Illinois,High School,Female,26,Yes,0,4/1/21,3/27/23,71.28,857,Low
CUST10085,Carmen Jones,Washington,Master,Non-Binary,27,Yes,2,11/30/23,12/27/23,557.73,582,High
CUST10927,Paul Garcia,Texas,Bachelor,Male,54,No,3,2/13/21,8/21/24,304.14,344,Medium
CUST10552,Margaret Mcfarland,Georgia,Associate,Non-Binary,36,No,2,1/20/24,3/29/25,211.07,124,Medium
CUST10931,Cathy Brown,Florida,Bachelor,Female,21,No,0,1/21/22,12/2/23,244.35,607,Medium
CUST10211,Jessica Calhoun,Texas,High School,Male,36,No,1,9/21/20,8/10/21,173.68,1451,Low
CUST10964,Carla Johnson,Washington,PhD,Non-Binary,19,Yes,1,8/4/23,12/4/24,678.73,239,High
CUST10015,Kayla Oneill,Texas,PhD,Non-Binary,69,No,2,5/7/21,9/17/24,292.68,317,Medium
CUST10893,Jeff Miller,California,High School,Male,26,Yes,3,9/11/22,11/12/22,63.51,992,Low
CUST10402,Antonio Peters,Illinois,Associate,Non-Binary,42,No,1,1/30/22,10/26/23,34.01,644,Low
CUST10758,Nicolas Cruz,Illinois,Master,Male,66,No,1,2/25/22,5/8/22,717.37,1180,High
CUST10319,Scott Perez,Florida,High School,Non-Binary,47,Yes,1,9/19/21,4/23/23,317.35,830,Medium
CUST10580,Kayla Gonzalez,Georgia,High School,Female,45,No,1,11/28/21,2/20/23,386.12,892,High
CUST10548,Gordon Roman,New York,High School,Non-Binary,62,No,2,10/11/23,11/6/23,27.55,633,Low
CUST10389,Sean Smith,California,High School,Male,59,No,0,8/10/22,10/28/22,623.27,1007,High
CUST10758,Nicolas Cruz,Illinois,Master,Male,66,No,1,2/25/22,4/21/22,115.42,1197,Low
CUST10779,Tiffany Clements,Arizona,Master,Male,71,No,1,7/23/21,7/30/24,90.94,366,Low
CUST10134,Travis Barber,Ohio,Bachelor,Male,67,Yes,0,11/15/20,3/2/25,631.62,151,High
CUST10635,Sherry Stanley,Washington,Associate,Female,39,No,1,12/28/23,3/14/25,465.19,139,High
CUST10558,Andrew Rivera,Colorado,High School,Male,69,No,2,6/13/24,11/15/24,816.95,258,High
CUST10427,Jesse Robinson,Washington,Master,Male,75,No,0,2/14/22,12/16/22,347.76,958,Medium
CUST10574,David Jensen,New York,Bachelor,Non-Binary,51,No,4,5/11/21,7/17/25,403.25,14,High
CUST10404,Brian Reynolds,Florida,PhD,Female,21,Yes,1,11/4/23,1/29/25,252.04,183,Medium
CUST10198,Joseph Wilson,Florida,Associate,Male,38,No,0,10/6/20,6/16/24,297.9,410,Medium
CUST10107,Shelley Mcdowell,Florida,High School,Male,61,No,0,8/17/20,10/19/23,1222.99,651,High
CUST10349,James Smith,Arizona,High School,Non-Binary,64,No,0,11/21/21,1/18/25,172.29,194,Low
CUST10381,Jeffrey Cook,Arizona,Master,Female,21,No,1,6/16/21,11/14/22,657.81,990,High
CUST10658,Matthew Flowers,Illinois,Bachelor,Male,60,No,0,9/19/22,7/13/25,834.18,18,High
CUST10745,Robert Mosley,Washington,PhD,Female,20,No,1,8/9/20,5/2/21,87.92,1551,Low
CUST10777,Andrew Walker,Georgia,Master,Female,46,Yes,1,10/28/22,7/22/23,221.42,740,Medium
CUST10815,Carol Peterson MD,Washington,Master,Non-Binary,46,Yes,3,6/17/24,4/24/25,140.45,98,Low
CUST10080,Nicole Burns,New York,Associate,Male,23,No,3,7/9/22,3/17/24,409.26,501,High
CUST10407,Robert Anderson,Arizona,High School,Non-Binary,66,Yes,3,9/18/21,1/23/24,242.74,555,Medium
CUST10804,Thomas Graham,Texas,Bachelor,Female,34,Yes,2,3/20/22,12/19/22,241.78,955,Medium
CUST10316,Christopher Serrano,New York,High School,Male,60,Yes,1,12/15/22,4/12/25,166.49,110,Low
CUST10672,Stephen Wright,Florida,Associate,Non-Binary,75,Yes,0,5/24/21,12/7/22,276.74,967,Medium
CUST10373,James White,Washington,Associate,Non-Binary,69,Yes,0,3/8/21,6/12/24,77.02,414,Low
CUST10802,April Davis,Arizona,Bachelor,Non-Binary,30,No,4,2/6/23,7/20/24,147.84,376,Low
CUST10644,Karen Fitzgerald,Illinois,PhD,Non-Binary,50,No,1,6/20/22,8/29/23,533.06,702,High
CUST10138,Chelsea James,Texas,PhD,Male,69,No,2,6/14/24,6/25/25,77.57,36,Low
CUST10530,Dana Smith,New York,High School,Female,41,Yes,2,1/12/24,2/12/25,625.9,169,High
CUST10517,Jonathan Cunningham PhD,Ohio,Master,Non-Binary,54,No,2,2/2/21,12/19/24,306.64,224,Medium
CUST10033,Kelli Robinson,Arizona,PhD,Male,18,No,3,5/28/23,8/28/23,386.78,703,High
CUST10209,Richard Brown,New York,High School,Male,71,Yes,2,4/6/23,11/7/23,496.91,632,High
CUST10477,Caleb Perry,Ohio,High School,Female,63,No,0,12/27/22,9/6/23,155.91,694,Low
CUST10197,Nicole Alvarez,Washington,Master,Male,46,Yes,1,8/26/21,2/14/25,99.59,167,Low
CUST10877,David Vazquez,Arizona,Master,Male,26,Yes,1,10/15/22,6/1/24,251.28,425,Medium
CUST10222,Mr. Lance Cisneros,Texas,Associate,Non-Binary,64,No,2,11/3/22,9/7/24,190.33,327,Low
CUST10983,Sean Galloway,Colorado,High School,Non-Binary,66,Yes,1,2/10/22,6/1/23,294.97,791,Medium
CUST10338,Charles Davis,Arizona,Master,Female,50,Yes,3,7/14/23,6/17/24,780.23,409,High
CUST10875,Jennifer Morales,New York,Bachelor,Female,63,No,2,6/25/23,11/15/23,706.07,624,High
CUST10754,Brian Harris,California,Master,Male,28,Yes,1,5/2/21,10/29/23,601.98,641,High
CUST10325,Valerie Shelton,New York,Associate,Male,21,No,0,3/17/22,10/25/24,355.77,279,Medium
CUST10107,Shelley Mcdowell,Florida,High School,Male,61,No,0,8/17/20,2/28/21,205.59,1614,Medium
CUST10372,Jennifer Sullivan,Ohio,PhD,Female,50,No,0,5/30/23,10/17/23,50.73,653,Low
CUST10615,Frank Bowman,New York,Master,Non-Binary,59,No,3,1/25/24,2/2/25,1386.98,179,High
CUST10465,Juan Zamora,Colorado,High School,Female,51,No,1,3/3/23,11/8/24,347.26,265,Medium
CUST10892,Raymond Riley,Washington,PhD,Male,54,No,2,9/8/21,11/21/21,671.14,1348,High
CUST10611,John Walsh,New York,Master,Male,74,No,2,5/15/21,12/11/24,410.89,232,High
CUST10764,Cassie Morgan,Florida,Bachelor,Non-Binary,67,Yes,1,7/14/24,12/31/24,161.56,212,Low
CUST10431,Daniel Fernandez,California,Associate,Female,36,Yes,0,7/4/21,10/19/23,124.61,651,Low
CUST10398,Teresa Gardner,Illinois,High School,Male,72,Yes,3,12/1/23,8/24/24,593.49,341,High
CUST10657,David Woods,Georgia,Associate,Non-Binary,76,No,0,8/27/23,2/11/25,622.57,170,High
CUST10602,William Reed,Florida,High School,Female,69,No,0,5/6/21,1/24/25,146.14,188,Low
CUST10050,Marilyn Jackson,New York,Bachelor,Male,32,No,1,6/22/24,8/4/24,242.97,361,Medium
CUST10340,Elizabeth Phillips,California,Bachelor,Non-Binary,80,No,0,8/30/20,9/8/23,340.65,692,Medium
CUST10326,Melissa Price,Texas,Bachelor,Non-Binary,65,No,2,9/11/20,8/27/24,181.19,338,Low
CUST10712,Matthew Keller,Washington,Bachelor,Female,42,Yes,3,1/5/21,2/3/25,310.13,178,Medium
CUST10143,Catherine Church,Georgia,PhD,Non-Binary,74,No,2,9/12/23,1/11/25,168.44,201,Low
CUST10254,Dean Wright,Florida,PhD,Male,80,No,0,5/30/21,5/11/25,178.42,81,Low
CUST10107,Shelley Mcdowell,Florida,High School,Male,61,No,0,8/17/20,1/14/22,684.76,1294,High
CUST10074,James Garcia DDS,Florida,Master,Male,58,Yes,1,5/14/22,6/24/23,733.36,768,High
CUST10823,Courtney Meyer,Georgia,High School,Non-Binary,35,Yes,0,12/21/21,4/18/23,619.68,835,High
CUST10674,Robert Turner,Ohio,Associate,Female,78,No,1,10/6/21,10/12/24,550.89,292,High
CUST10002,Dylan Schwartz,New York,Bachelor,Female,22,No,0,6/24/21,10/3/24,461.25,301,High
CUST10123,Lauren Wilkerson,California,Associate,Non-Binary,53,Yes,1,3/10/21,6/6/22,582.02,1151,High
CUST10725,John Tyler,Arizona,Bachelor,Female,69,No,2,6/18/23,1/21/25,130.83,191,Low
CUST10150,Mary Keller,Arizona,Bachelor,Female,74,Yes,1,4/1/21,7/22/23,90.01,740,Low
CUST10149,Kayla Ortiz,Washington,PhD,Non-Binary,73,No,2,11/9/22,3/11/23,278.18,873,Medium
CUST10140,Sean Becker,Texas,Associate,Male,41,No,2,6/10/24,1/21/25,265.48,191,Medium
CUST10462,Billy Thompson,Ohio,Associate,Male,37,Yes,4,12/14/23,3/10/25,637.21,143,High
CUST10882,Amber Watson,Arizona,High School,Non-Binary,61,No,3,4/1/21,7/16/24,118.74,380,Low
CUST10576,Laura Miller,Texas,PhD,Female,29,No,3,5/18/23,12/9/23,94.67,600,Low
CUST10910,Justin Scott,Washington,Bachelor,Male,23,Yes,1,7/4/23,6/17/25,1233.11,44,High
CUST10333,Wendy Ponce,Ohio,Master,Male,60,Yes,4,5/12/24,3/7/25,113.59,146,Low
CUST10127,Courtney Cuevas,Illinois,High School,Non-Binary,58,Yes,0,9/4/20,8/11/24,687.67,354,High
CUST10112,Jasmin Duarte,Texas,High School,Non-Binary,19,No,0,9/21/22,5/6/24,72.45,451,Low
CUST10690,Leah Moore,Arizona,Bachelor,Non-Binary,24,Yes,1,7/24/21,4/23/23,197.13,830,Low
